recipedetails,S0-Q1-yesno
"Place the chicken in one layer in a glass dish. Combine all ingredients for the marinade and pour over the chicken, cover & marinate in the refrigerator at least eight hours, overnight is best, before cooking. Turn chicken occasionally. Uncover and bake in the sauce in a 375 f oven until brown, 45 minutes to one hour. Baste and turn often. Chicken parts take a little longer than cutlets.",no
"Place the chicken in one layer in a glass dish. Combine all ingredients for the marinade and pour over the chicken, cover & marinate in the refrigerator at least eight hours, overnight is best, before cooking. Turn chicken occasionally. Uncover and bake in the sauce in a 375 f oven until brown, 45 minutes to one hour. Baste and turn often. Chicken parts take a little longer than cutlets. Serve with rice and a green vegetable",no
"Place the chicken in one layer in a glass dish. Combine all ingredients for the marinade and pour over the chicken, cover & marinate in the refrigerator at least eight hours, overnight is best, before cooking. Turn chicken occasionally. Uncover and bake in the sauce in a 375 f oven until brown, 45 minutes to one hour. Baste and turn often. Chicken parts take a little longer than cutlets. Serve with rice and a green vegetable This chicken dish makes a wonderful buffet item. To serve for a buffet: either, cool & slice chicken, put back in sauce to reheat or serve whole pieces.",no
Directions,no
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together.",yes
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together. Add the parsley, chives, shallots, pepper, lemon juice, and Pernod and mix well. Remove the bowl from the mixer and use a spatula to make certain the ingredients are distributed throughout the butter.",yes
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together. Add the parsley, chives, shallots, pepper, lemon juice, and Pernod and mix well. Remove the bowl from the mixer and use a spatula to make certain the ingredients are distributed throughout the butter. The butter can be piped or spooned over the snails — if desired, transfer it to a pastry bag without a tip or with a large plain tip. If using snail dishes instead of snail shells, place a snail in each indentation and pipe or spoon about 2 teaspoons of butter over each. If using snail shells, place a snail in each shell and pipe in about 2 teaspoons of butter.",yes
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together. Add the parsley, chives, shallots, pepper, lemon juice, and Pernod and mix well. Remove the bowl from the mixer and use a spatula to make certain the ingredients are distributed throughout the butter. The butter can be piped or spooned over the snails — if desired, transfer it to a pastry bag without a tip or with a large plain tip. If using snail dishes instead of snail shells, place a snail in each indentation and pipe or spoon about 2 teaspoons of butter over each. If using snail shells, place a snail in each shell and pipe in about 2 teaspoons of butter. Refrigerate for at least an hour, or up to 12 hours. (Any extra herb butter is wonderful melted over meats or fish.  This is so good, I may actually keep some in the fridge for anytime I am cooking meat or veggies or….)",yes
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together. Add the parsley, chives, shallots, pepper, lemon juice, and Pernod and mix well. Remove the bowl from the mixer and use a spatula to make certain the ingredients are distributed throughout the butter. The butter can be piped or spooned over the snails — if desired, transfer it to a pastry bag without a tip or with a large plain tip. If using snail dishes instead of snail shells, place a snail in each indentation and pipe or spoon about 2 teaspoons of butter over each. If using snail shells, place a snail in each shell and pipe in about 2 teaspoons of butter. Refrigerate for at least an hour, or up to 12 hours. (Any extra herb butter is wonderful melted over meats or fish.  This is so good, I may actually keep some in the fridge for anytime I am cooking meat or veggies or….) Direction for cooking escargot in puff pastry:",yes
"Directions Mince the garlic and salt together and crush with the blade of a knife to make a paste. Put the butter in a large bowl (or the bowl of a mixer fitted with the paddle attachment), add the garlic paste, and cream together. Add the parsley, chives, shallots, pepper, lemon juice, and Pernod and mix well. Remove the bowl from the mixer and use a spatula to make certain the ingredients are distributed throughout the butter. The butter can be piped or spooned over the snails — if desired, transfer it to a pastry bag without a tip or with a large plain tip. If using snail dishes instead of snail shells, place a snail in each indentation and pipe or spoon about 2 teaspoons of butter over each. If using snail shells, place a snail in each shell and pipe in about 2 teaspoons of butter. Refrigerate for at least an hour, or up to 12 hours. (Any extra herb butter is wonderful melted over meats or fish.  This is so good, I may actually keep some in the fridge for anytime I am cooking meat or veggies or….) Direction for cooking escargot in puff pastry: Preheat the oven to 450°F (230°C). With a round cutter that is about 1/4 inch larger in diameter than the indentations in the snail dishes, cut 24 rounds from the puff pastry.  I used my star cookie cutter and an aperitif glass.",yes
"Sprinkle yeast into milk to dissolve. In a large bowl beat sugar and butter until light and fluffy. Beat in eggs, one at a time. Stir in vanilla, lemon rind, raisins, and almonds. Mix salt and flour. Add milk and flour mixtures, alternately, ending with the flour mixture. Grease a gugelhopf mold*, budt pan, or tube pan. Pour batter into pan. Cover and let rise until doubled in bulk, about 2 hours. Bake in preheated 375 degree F. Oven for 40 minutes or until browned and done. Serve warm with butter.",yes
"Sprinkle yeast into milk to dissolve. In a large bowl beat sugar and butter until light and fluffy. Beat in eggs, one at a time. Stir in vanilla, lemon rind, raisins, and almonds. Mix salt and flour. Add milk and flour mixtures, alternately, ending with the flour mixture. Grease a gugelhopf mold*, budt pan, or tube pan. Pour batter into pan. Cover and let rise until doubled in bulk, about 2 hours. Bake in preheated 375 degree F. Oven for 40 minutes or until browned and done. Serve warm with butter. * The gugelhopf mold is know also as a turban-head pan. If this is not availiable, you can use the others with the same results.",yes
"Melt chocolate in top of double boiler over very low heat. When chocolate has melted, whisk in 1.25 cups of sugar, mixing well until sugar has dissolved. Whisk in butter and melt, stirring often. When butter is completely incorporated, remove mixture from fire and whisk in Grand Marnier.",yes
"Melt chocolate in top of double boiler over very low heat. When chocolate has melted, whisk in 1.25 cups of sugar, mixing well until sugar has dissolved. Whisk in butter and melt, stirring often. When butter is completely incorporated, remove mixture from fire and whisk in Grand Marnier. Whip egg yolks in mixing bowl until light and fluffy. Slowly add chocolate mixture to egg yolks, whipping constantly until fully incorporated. Set aside. Whip egg whites in another mixing bowl until foamy and add remaining .25 cup sugar. Continue whipping until stiff.",yes
"Melt chocolate in top of double boiler over very low heat. When chocolate has melted, whisk in 1.25 cups of sugar, mixing well until sugar has dissolved. Whisk in butter and melt, stirring often. When butter is completely incorporated, remove mixture from fire and whisk in Grand Marnier. Whip egg yolks in mixing bowl until light and fluffy. Slowly add chocolate mixture to egg yolks, whipping constantly until fully incorporated. Set aside. Whip egg whites in another mixing bowl until foamy and add remaining .25 cup sugar. Continue whipping until stiff. Place egg whites in bowl with chocolate and fold together. When mixture is smooth and all lumps are gone, pour into buttered and floured 12-inch spring form pan. Bake at 275 for 3 hours.",yes
"Melt chocolate in top of double boiler over very low heat. When chocolate has melted, whisk in 1.25 cups of sugar, mixing well until sugar has dissolved. Whisk in butter and melt, stirring often. When butter is completely incorporated, remove mixture from fire and whisk in Grand Marnier. Whip egg yolks in mixing bowl until light and fluffy. Slowly add chocolate mixture to egg yolks, whipping constantly until fully incorporated. Set aside. Whip egg whites in another mixing bowl until foamy and add remaining .25 cup sugar. Continue whipping until stiff. Place egg whites in bowl with chocolate and fold together. When mixture is smooth and all lumps are gone, pour into buttered and floured 12-inch spring form pan. Bake at 275 for 3 hours. Remove from oven, let rest 20 minutes. Invert onto plate and remove form. Dust with powdered sugar and serve with vanilla sauce and/or raspberry puree, if desired.",yes
Prepare the crust:,no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling:",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender. Put the lemons and sugar into the blender and pulse, blend, and scrape until the mixture is smooth and the lemons pieces are no longer visible. Add the rest of the ingredients and blend until everything is thoroughly combined.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender. Put the lemons and sugar into the blender and pulse, blend, and scrape until the mixture is smooth and the lemons pieces are no longer visible. Add the rest of the ingredients and blend until everything is thoroughly combined. Rap the blender/bowl on the counter a few times to get rid of any air bubbles. Pour the mixture into the partially baked crust. It will be very full!",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender. Put the lemons and sugar into the blender and pulse, blend, and scrape until the mixture is smooth and the lemons pieces are no longer visible. Add the rest of the ingredients and blend until everything is thoroughly combined. Rap the blender/bowl on the counter a few times to get rid of any air bubbles. Pour the mixture into the partially baked crust. It will be very full! Carefully transfer the baking sheet to the oven.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender. Put the lemons and sugar into the blender and pulse, blend, and scrape until the mixture is smooth and the lemons pieces are no longer visible. Add the rest of the ingredients and blend until everything is thoroughly combined. Rap the blender/bowl on the counter a few times to get rid of any air bubbles. Pour the mixture into the partially baked crust. It will be very full! Carefully transfer the baking sheet to the oven. Bake for 20 minutes.",no
"Prepare the crust: Put the flour, confectioners' sugar and salt into a food processor and pulse a few times just to combine. Sprinkle the pieces of butter and pulse until the butter is coarse. The sizes don't have to be uniform. Begin adding the egg yolk a little bit at a time. Pulsing after each addition. When the entire egg has been added, process in long 10 second pulses until the dough forms clumps and curds. Just before this happens, the sound of the machine will change, so be careful not to over pulse. I only have a mini food-prep and I managed to make this by preparing it in 4 separate batches. Preheat the oven to 375F. Butter a fluted 9-inch tart pan with a removable bottom. Press the dough evenly onto the bottom of the pan and up the sides. Save a small piece to patch up any cracks that may occur during baking. Be careful not to press too hard. Be gentle. Freeze the crust for at least 30 minutes. Preheat the oven to 375F. Butter the shiny side of a piece of aluminum foil and fit it,butter side down, tightly against the frozen crust. Put the tart pan on a baking sheet and bake for 25 minutes. Carefully remove the foil and gently press down any areas that may have puffed up too much. Cool completely before adding the lemon mixture Prepare the lemon filling: Center a rack in the oven. Preheat to 325F. Place the tart pan on a baking sheet lined with parchment. Slice the lemons in half. Remove the seeds and cut the lemons into small pieces. You can use a blender or a food processor. Dorie recommends the blender. Put the lemons and sugar into the blender and pulse, blend, and scrape until the mixture is smooth and the lemons pieces are no longer visible. Add the rest of the ingredients and blend until everything is thoroughly combined. Rap the blender/bowl on the counter a few times to get rid of any air bubbles. Pour the mixture into the partially baked crust. It will be very full! Carefully transfer the baking sheet to the oven. Bake for 20 minutes. After 20 minutes increase the oven temp. to 350F. and continue to bake for an additional 25-30 minutes.",no
