recipedetails,assist_action_ad,assist_action_image,assist_action_sub,assist_action_search,assist_action_video,assist_action_activate,assist_action_clarify
release pan sides transfer cake to platter arrange remaining fresh berries decoratively atop cake and serve,0,0,0,0,1,0,0
mascarpone is italian cream cheese available at italian markets and specialty food stores if unavailable blend a of pounds cream cheese with of cup whipping cream and a tablespoons sour cream use a cups for,0,1,0,0,1,0,0
cook rice according to package directions cool and fluff with a fork,0,1,0,0,0,0,0
whisk the ingredients for the vinaigrette in a bowl,0,1,0,0,0,0,0
toss all ingredients with the vinaigrette,0,1,0,0,0,0,0
season with salt and pepper if needed,0,1,0,0,0,0,0
let grated cheese stand at room temperature for half an hour beat in cream cheese and remaining ingredients mixing very well shape mixture into ball and roll in nuts,0,0,0,1,1,0,0
suggestion it may be practical to divide mixture and make two smaller balls,0,0,0,0,1,0,0
in a medium pot heat oil over medium heat,0,1,0,1,1,0,1
add onion ginger and lemon grass cook about of minutes until softened if starting to brown turn down the heat,0,1,0,1,1,0,1
add garlic and chili paste stir until fragrant about a minute,0,0,0,0,1,0,0
turn the heat up to medium high and add the chicken saute for a minute,0,0,0,1,1,0,0
add curry powder and paprika and stir to coat the chicken or mushrooms,0,1,0,1,1,0,0
add coconut milk chicken stock turmeric fish sauce and sugar bring to a boil then reduce heat and simmer until chicken is cooked through about a minutes,0,1,0,1,0,0,1
while the chicken cooks start the noodles following the package instructions rinse drain and set aside,0,1,0,0,1,0,1
taste the broth and adjust seasonings with salt,0,0,0,1,0,0,1
divide noodles into large soup bowls store noodles separately for leftovers,0,0,0,0,1,1,0
when ready to serve ladle hot broth over noodles,0,1,0,0,1,0,0
top with cilantro scallions and fried shallots,0,1,0,1,0,0,0
serve with a squeeze of lime and additional chili paste,0,0,0,0,0,1,0
notes,0,1,0,1,0,0,1
adapted from an original recipe found on httpcookingnytimescom,0,1,0,1,0,0,0
the original recipe notes that the base can be thickened by adding a few boiled potatoes,0,0,0,0,1,0,1
wrap hot dogs in unbaked crescent rolls bake according to directions on refrigerator rolls,0,0,1,0,0,1,1
for the dough place all ingredients in the pan according to the order in the manufacturers instructions set program for dough cycle and start,0,1,0,0,1,0,0
grease a ex inch loaf when the machine beeps at the end of the cycle remove the pan and turn the dough out onto a lightly floured work surface pat the dough into one ex inch rectangle brush the rectangle with melted butter sprinkle with the brown sugar and cinnamon leaving a inch edge all the way around starting at a short end roll up jellyroll style tuck the end under and pinch the bottom seam,0,1,0,0,1,0,0
place the loaf in the prepared ex inch pan spry the top with cooking spray and cover lightly with plastic wrap let rise at room temperature until doubled in bulk about of minutes in about 1520 minutes before the timer is done preheat the oven to 350 degree f bake for of to of minutes or until golden brown and the sides have slightly contracted from the pan if the crust brown too quickly place a piece of aluminum foil loosely over the top,0,1,0,0,1,0,0
place the bread on a rack and let cool to room temperature before slicing dust with plain or vanilla confectioners sugar if desired,0,1,0,0,1,0,0
mix first three ingredients in a bowl beat egg whites until not quite stiff in a separate bowl add almond extract and amaretto to the egg whites gradually add dry ingredients mix well with two teaspoons form walnut sized potions and place on parchmentlined cookie sheet let dry at room temperature at least a hours or overnight bake at 350 degrees for about of minutes makes of cookies,0,1,0,0,0,0,0
combine sugar syrup salt and water in a saucepan heat slowly stirring constantly until sugar dissolves then cook stirring until mixture reaches 300 on a candy thermometer a tsp of syrup will separate into brittle threads when dropped into cold water,0,0,0,0,1,0,0
stir in food coloring and extract until blended remove from heat,0,0,0,0,1,0,0
drop from tip of a teaspoon onto well oiled cookie sheets to make a of inch rounds or spoon into well oiled a of inch molds if syrup hardens while shaping drops heat slowly until just melted,0,0,0,0,1,0,0
cool on cookie sheets or in molds until firm then remove carefully with spatula,0,0,0,0,1,0,0
blend all in a food blender or by shaking in a jar store covered in the refrigerator keeps very well,0,0,0,0,1,0,0
this recipe will make a of cups of dressing,0,0,0,0,1,0,0
comments this is very simple to make try it on any of your favorite green salads be sure to use a goodquality whitepine vinegar,0,0,0,0,1,0,0
melt chocolate in the top of a double boiler or in the microwave then stir in peanut butter,0,1,0,0,1,0,1
place peanuts in a wide shallow dish roll a to a pieces of banana in the melted chocolate and peanut butter mixture and stir to coat,0,1,0,0,1,0,1
remove bananas using a fork and place in the dish containing peanuts roll chocolatecovered bananas in peanuts and coat as best as you can once well coated place bananas on baking sheet lined with waxed paper,0,1,0,0,1,0,1
repeat with remaining bananas remelting the chocolate mixture if needed once complete place in freezer,0,1,0,0,1,0,1
once frozen store in a freezer bag or airtight container thaw for a to of minutes before eating to ensure banana bites are frozen but not rock hard,0,1,0,0,1,0,1
in a large saucepan add the halved apricots sugar lemon juice orange juice salt and cinnamon mix well to coat,0,0,0,0,1,0,0
place over a medium high heat and bring to a simmer reduce the heat and cook stirring often until the fruit begins to break down and thicken about 1520 minutes remove from the heat and let cool slightly,0,0,0,0,1,0,0
transfer the jam to a heatproof glass jam jar or equivalent and allow to cool completely store in the refrigerator the jam will keep for about three weeks,0,0,0,0,1,0,0
spray a inch tube pan with a nostic cooking spray spread pecans evenly on bottom of pan place rolls on pecans and then sprinkle pudding on top of rolls,0,1,0,0,0,0,0
mix sugar into melted butter pour this mixture over nutsrollspudding cover and let stand overnight bake at 350 degrees for 2025 minutes turn over and out onto plate at once,0,0,0,0,1,0,0
soak wolfberries in water till soft drain set aside,0,0,0,0,1,0,1
remove outer coatings from salted century eggs boil salted egg for about of mins remove shells from both eggs dice into cubes,0,1,0,0,0,0,1
beat eggs with water seasoning for a smooth texture filter eggs,0,0,0,0,1,0,1
lightly grease mold with oil pour egg mixture into it,0,0,0,0,1,0,0
steam egg for about a of mins over low fire steaming time depends on the goldplate that you choose use a toothpick to test if egg is cooked gently overturn mold onto serving plate there goes your colourful healthy egg dish,1,1,0,0,1,0,0
in a large bowl mix all the vegetables and the thyme sprigs together add the olive oil and honey salt and pepper roast in oven at 425 degrees for about of minutes or until vegetables are tender stirring occasionally,0,1,0,0,0,0,0
preheat oven to 350°f,0,0,0,0,1,0,0
toss pumpkin seeds with the cumin cayenne salt and pepper spread out on a baking sheet and toast for 510 minutes until golden brown,0,0,0,0,1,0,0
cool and pulse in a food processor until fine,0,0,0,0,1,0,0
season the haddock fillets with salt and pepper,0,0,0,0,1,0,0
in a mixing bowl whisk egg whites until frothy dip the fillets into the whites and then coat in the pumpkin seed crust,0,0,0,0,1,0,0
in a nonstick frying pan heat the vegetable oil over medium heat and sear for of minutes each side until golden brown,0,0,0,0,0,1,0
finish in the oven for of minutes until cooked through,0,1,0,0,0,0,0
pair with moison canadian of or other light beers the lightness of the moison canadian of nicely balances the nuttiness from the pumpkin seeds and the spice from the cayenne and cumin,0,0,0,1,0,0,0
preheat oven to 425 degrees f cut cauliflower into florets toss on a large rimmed baking sheet with onion thyme garlic and olive oil season with salt and pepper roast tossing occasionally until almost tender 3540 minutes sprinkle with of cup grated parmesan toss to combine roast until cauliflower is tender 1012 minutes longer,1,1,0,0,0,0,0
heat oil in big pot and fry onion and garlic for a minute then add the chicken and continue cooking for a minutes add all the spices stir everything together for a few minutes let cook until chicken is tender add the rest of the ingredients adjust seasoning and serve with steamed rice,0,0,0,0,0,0,1
note if you dont want wheat bales substitute white bread flour for the wholewheat flour for best results boil and then bake no more than a at a time,0,1,1,0,0,0,0
place all ingredients in your machine in the order specified by your machines manufacturer select the dough cycle and press start let the machine knead the dough and then let the dough rise for only of minutes in the machine even if your cycle runs longer simply turn off the machine after of minutes,0,1,0,0,0,0,0
after of minutes of the of minutes of the rise time has completed put on a large pot of water with a tablespoons of sugar bring to a boil divide the dough into of pieces roll each piece of dough into a ball poke a floured finger through the center to form the hole and then shape top and smooth sides moisten your finger with water if necessary to smooth pull gently to enlarge the hole the center hole should be about a inches across the resulting bagel is smooth and there is no joint,0,0,1,0,1,0,0
carefully lower a or a bagels at a time into the water cooking for about of seconds on each side remove bagels drain on a towel sprinkle with poppy seeds sesame seeds or dried onion bits if desired and place on the greased baking sheet,0,1,1,0,0,0,0
bake in a preheated 550 degree oven for a minutes turn them over after a minutes for an extra chewy crust throw a few ice cubes on the floor of your oven,0,1,1,0,0,0,0
this recipe yields of bagels,0,1,1,0,0,0,0
warm oil in a large saucepan over medium heat,0,1,0,0,0,0,0
add onion and jalapeno stirring frequently until softened a to a minutes,0,1,0,0,0,0,0
stir in stock coconut milk and bring to a simmer,0,1,0,0,0,0,0
pour broth through a fine mesh strainer and discard solids,0,1,0,0,0,0,0
return broth to saucepan,0,1,0,0,0,0,0
reduce heat to medium add mushrooms and broccoli and cook until tender a to a minutes,0,1,0,0,0,0,0
add chicken and cook stirring constantly until no longer pink a to a minutes,0,1,0,0,0,0,0
add tomatoes,0,1,0,0,0,0,0
ladle soup into bowls and garnish with avocado,0,1,0,0,0,0,1
serve with wedges of lime,0,1,0,0,0,0,0
top with cilantro,0,1,0,0,0,0,0
fold marshmallows into whipped topping set aside bring a cups water to boil dissolve lime and lemon gelatin separately in a cup water for each,0,0,0,0,1,0,0
add of cup cold water to each stir orange segments into lemon gelatin,0,0,0,0,1,0,0
pour into separate a inch square baking pans chill until firm cut into of inch cubes for each serving layer parfait glass with lemon gelatin cubes of cup marshmallow mixture and lime gelatin cubes top each parfait with remaining marshmallow mixture a servings,0,1,0,0,0,0,0
prep time of minutes plus chilling,0,1,0,0,0,0,0
variation spoon dessert topping over prepared pudding fresh fruit or pound cake,0,1,0,0,0,0,0
pour vodka and lime juice into coffee mug add ice cubes and fill with ginger beer drop lime wedge in mug for decoration,0,0,0,0,1,0,1
flatten the steaks very lightly with a meat mallet and bread them dredge steaks a at a time first in corn flour season with salt and pepper then in eggs and then in breadcrumbs,0,0,0,0,0,0,1
cook the breaded steaks in butter over medium heat of minutes on each side or until crispy and golden,0,0,0,0,1,0,1
place a slice of prosciutto or ham big enough to cover the whole steak on each steak cover it with a slice of cheese,0,0,0,0,0,0,1
put the steaks in an ovenproof dish cover and brown in a microwave oven for a minutes cheese should be melted and browned,0,1,0,0,1,0,1
or,0,1,0,0,1,0,1
put the steaks in an ovenproof dish cover and brown in oven at 200˚c until cheese is melted,0,1,0,0,1,0,1
to the remaining egg mixture add some corn flour vegetal or similar seasoning and chopped parsley if necessary or if you want more of the batter add water wine or flour mix everything well to get a very thick batter,0,0,0,0,0,0,1
cook small thick pancakes in the same butter the steaks were cooked in a minutes on each side until they are done and golden in color,0,0,0,0,0,0,1
serve as a side dish with steaks,0,0,0,0,0,0,1
pudding – preheat oven to 375°,0,1,0,0,1,0,1
butter and flour an inch square pan,0,1,0,1,1,0,1
place dates water and ginger in a small saucepan and simmer over medium heat uncovered for a minutes,0,0,0,1,0,0,1
remove heat from pan and stir in baking soda mixture will foam,0,1,0,1,0,0,1
let mixture stand for of minutes,0,0,0,1,0,0,1
while youre waiting sift together flour baking powder and salt and set aside,0,0,0,1,1,0,0
in a large bowl cream butter and sugar together until light and fluffy,0,0,0,0,1,0,1
beat in eggs one at a time,0,1,0,1,0,0,0
mix in the flour mixture in three batches beating after each addition until just combined,0,0,0,0,1,0,1
add date mixture and stir until combined,0,0,0,0,1,0,1
pour batter into baking pan and set inside a larger baking pan add enough hot water to the large baking pan to reach half way up the sides of the smaller baking pan,0,0,0,0,1,0,1
bake in the middle of the oven for 3540 minutes,0,0,0,0,1,0,1
when done remove pudding from water bath to cool,0,0,0,0,1,0,1
serve with toffee sauce and vanilla ice cream,0,1,0,1,0,0,0
toffee sauce – in a a quart saucepan melt butter over moderate heat,0,0,0,1,1,0,0
add brown sugar and bring mixture to a boil stirring occasionally,0,0,0,1,0,0,1
add cream and scotch and reduce heat,0,0,0,1,0,0,0
simmer sauce stirring occasionally until slightly thickened about five minutes,0,0,0,1,1,0,1
cool sauce slightly and pour over squares of pudding,0,0,0,0,1,0,1
fry hamburger patties until done pour sauce over patties simmer 3045 minutes uncover put sauce over patties every of minutes thicken sauce if desired,0,0,0,0,1,0,0
in large skillet heat oil over medium heat add onion and carrot and cook stirring often until beginning to soften a to a minutes add vegetable burgers and stir to break up any large pieces and cook stirring often a minutes transfer mixture to large bowl add parsley egg whites salt and pepper and stir until well blended set aside to cool completely,0,0,0,0,1,0,0
in food processor combine flour with salt and process briefly to blend,0,0,0,0,1,0,0
add lightly beaten egg and a tablespoons water and process until dough forms a ball adding more water a little at a time if necessary turn dough out onto a lightly floured surface and knead until smooth and elastic,0,0,0,0,1,0,0
roll out third of the dough of inch thick covering the remaining dough with a towel cut rolled into inch squares place a heaping teaspoon of filling in the center of each square moisten the edges with a little water and fold over to form a triangle then seal with a fork repeat this process with remaining dough and filling,0,0,1,0,0,0,0
bring large pot of water to a boil drop in a to of kreplach at a time and cook for of to of minutes remove with slotted spoon draining well and allow to cool to serve bring vegetable stock to a simmer in a large pot,0,0,0,0,0,0,1
add the kreplach and heat of minutes at a gentle simmer,0,0,0,0,0,0,1
melt butter in the top half of double boiler over simmering water add sugar and heat stirring until sugar has absorbed butter add cream and carefully stir in lemon juice cook over barely simmering water for of to of hour stirring frequently add chopped nuts serve hot over ice cream makes about a cups,1,1,1,0,0,0,0
add all the ingredients to a blender and blitz until smooth and delicious,0,0,0,0,1,0,1
in a saucepan filled with water put beets carrots and potatoes bring it to a boil reduce heat and cook vegetables until they are soft,0,0,0,0,1,0,0
when ready drain and set aside to cool,0,1,0,0,0,0,0
peel cooled vegetables and cut into cubes chop onion and pickles,0,0,0,0,1,0,0
in a bowl mix all vegetables season with salt pepper and add sunflower oil transfer to a serving plates and serve,0,0,0,0,0,0,1
heat oil in medium skillet add onion and garlic and saute on medium high heat until onion is transparent add remaining ingredients and simmer for a min remove from heat,0,0,0,0,1,0,0
makes a cup,0,0,0,0,1,1,0
Lukin,0,0,0,0,1,0,0
verbatim just sorta caught my eye as i flipped though the book looking fer ideas,0,1,0,0,0,0,0
would like to mention that when i worked at a vegetarian restaurant we did a daily square meal that consisted of usually some sort of bean a grain veggiesalad fresh bread anywhomade a dish we called jamaican red beans and rice which i of course lost the recipe buttons,0,1,0,0,0,0,0
recipe is about what i remember the spices being that we added to the cooked red beans hence this coconut condiment added to some nice red beans and served over rice should be excellent with the addition of some added chiles o course,0,1,0,0,0,0,0
authors intro malaysian restaurateur Aziza Ali lives in singapore where she owns the finest restaurant Aziza her spice combinations especially this coconut condiment fascinated me in her sending,0,0,0,1,0,0,0
ital mixture Aziza combines the coconut with sweet and savory spices,0,1,0,0,0,0,0
delicate toasting brings out all the flavors serve it sprinkled over malay oxtail soup thai coconut ratatouille or exotic lamb curry see index i also like to serve this as a garnish for curries,0,1,0,0,0,0,0
preheat the oven to 350degrees f,0,0,1,0,0,0,0
in a large bowl lightly toss all the ingredients together with your hands making sure that the garlic and spices are well distributed,0,0,1,0,0,0,0
spread the coconut mixture on a baking sheet and toast on the center rack of the oven until pale golden a to a minute shaking the pan twice,0,1,0,0,0,0,0
check after a minutes to be sure the coconut doesnt burn remove to let cool and dry out slightly store in an airtight jar until use this will keep a to a weeks,0,0,0,0,0,1,0
makes a cup,0,1,0,0,0,0,0
remove chicken breast from bones remove skin melt butter and place in small baking dish arrange chicken breasts in dish sprinkle salt pepper and lemon juice cover dish with aluminum foil bake in moderately hot oven of minutes or until chicken is tender,0,1,1,0,0,1,1
drain peppercorns and rinse under warm water heat extra butter in small pan add peppercorns and cook a minute remove chicken breasts from baking dish arrange on serving platter keep warm reduce pan dripping to a tablespoon by simmering over gentle heat for a to a minutes add pan dripping to peppercorns along with combined egg yolks cream sour cream and mustard stir over low heat until sauce,0,1,0,0,1,0,1
place coconut milk in a saucepan on medium high heat add onion and garlic and cook for about a minutes stir in curry powder and cook for another a minutes next add zucchini and water and cook on simmer for of minutes stir in peas and salt and cook for a minute serve over brown rice or your favorite starch or whole grain,0,1,0,0,0,0,0
cook onion and celery in a tablespoons butter over moderately low heat until tender and transfer to a bowl stir in crab and bread crumbs,0,1,0,0,0,0,1
in a small bowl whisk together mayonnaise seafood seasoning worcestershire sauce hot sauce parsley and salt and pepper to taste and stir into crab mixture until combined well,0,0,0,0,1,0,0
line a baking sheet with wax paper form crab mixture into a flattened rounds chill crab cakes covered with plastic wrap at least a hour,0,1,0,0,1,0,0
heat a tablespoon butter over moderate heat until foam subsides and cook half of crab cakes until golden brown about a to a minutes on each side cook remaining cakes in remaining tablespoon butter in same manner,0,1,0,0,0,0,0
buttermilk has a milkfat,0,0,1,0,0,0,1
simmer on medium heat until thickenscrab meat or other seafood is a good addition to this sauce,0,1,1,0,0,0,1
i also love to serve it with veggies and pasta,0,1,0,0,0,0,0
sponge method,0,0,0,0,1,0,0
separate the yolks and whites,0,0,0,0,1,0,0
with clean beaters whip the whites with of cup sugar until firm keep aside,0,0,0,0,1,0,0
add the remaining sugar to the yolks and beat until tripled in volume or all the sugar has dissolved and the yolks are pale and creamy about 810 minutes,0,0,0,0,1,0,0
now add of of the beaten egg whites and fold in gently so as not to release any beaten in air sift in half the flour and fold in gently followed by of beaten whites then remaining flour and finally remaining beaten whites gently turn into prepared tin and bake at 180c for 2530 minutes until a tester comes out clean,0,0,0,0,1,0,0
remove from tin immediately peel off parchment and cool completely on rack,0,0,0,0,1,0,0
bavarian cream method,0,0,0,0,1,0,0
whisk the egg yolks with a balloon whisk with of cup of vanilla sugar until smooth,0,0,0,0,1,0,0
simmer of cup of milk and 200ml cream with a scraped vanilla bean bean included turn off heat and allow to infuse for of minutes,0,0,0,0,1,0,0
bloom gelatin in a TSPS of cold milk,0,0,0,0,1,0,0
put the pan back on simmer once the milk mixture comes to a boil take it off the heat and whisk into the yolk mix somewhat like in french pastry cream,0,0,0,0,1,0,0
return to a heavy bottom pan and place on medium heat until the custard thickens and coats the back of a spoon stirring constantly,0,0,0,0,1,0,0
take off and whisk in bloomed gelatin strain and leave to cool you can quicken the cooling by stirring the bowl held over a bowl of ice,0,0,0,0,1,0,0
once it is completely cooled whip 200ml of cream with of TSPS of castor sugar and a tsp of vanilla extract and fold it into the custard gently but thoroughly you will notice the bavarian thickening,0,0,0,0,1,0,0
while the custard is cooling slice the sponge into two and gently paint with some sugar syrup with a little lime juice added this moistens the sponge a bit,0,0,0,0,1,0,0
place the lower layer on your serving platter within a cakedessert ring arrange chopped strawberries and cover with the cooled bavarian cream which will be held within the mold place the top layer over it and gently push over cream to level it cling wrap the entire thing and chill for a hours preferably overnight for the bavarian to set,0,0,0,0,1,0,0
unmold gently the next day,0,0,0,0,1,0,0
ganache method,0,0,0,0,1,0,0
whisk with a spoon till smooth and shiny leave to cool it will thicken as it cools use it before it becomes too firm or it will be difficult to spread smoothly,0,0,0,0,1,0,0
assembling,0,0,0,0,1,0,0
unmold the cake onto a serving platter top with ganache chocolate shavings and reserved strawberries,0,0,0,0,1,0,0
border with chocolate lace if desired,0,0,0,0,1,0,0
the bartlett pear is the best to use for liquor making it is juicy sweet and smooth avoid one with cuts bruises dark spots or decay,0,0,0,0,1,0,0
slice pears and apple if desired and add to other ingredients adding sugar syrup last stir gently and steep a weeks strain and filter taste and adjust flavor by adding more fruit or sugar syrup if needed steep another of weeks strain ready for use,0,0,0,0,1,0,0
yield of pints container widemouth of gallon jar,0,0,0,0,1,0,0
sugar syrup boil together for about a minutes at a full boil and be sure the sugar dissolves the syrup must be cool before adding to the alcohol mix as the heat evaporates the alcohol,0,0,0,0,1,0,0
preheat oven to 425 degrees,0,0,0,0,0,0,1
mix together thoroughly the flour baking powder cheddar cheese and spinach,0,0,0,0,0,0,1
in a separate bowl whisk together the egg ricotta and oil,0,0,0,0,0,0,1
combine the wet ingredients with the dry ingredients adding just enough milk to moisten the dough,0,0,0,0,0,0,1
hint the dough needs to hold together without being dry or crumbly but not so moist as to be overly sticky,0,0,0,0,0,0,1
drop dough by tablespoonful onto a lightly greased baking sheet rubbing a butter cube wrapping paper on the sheet is sufficient only a minimum of oil is necessary,0,0,0,0,0,0,1
bake on the center rack of the oven for 1012 minutes,0,0,0,0,0,0,1
immediately remove from pan onto a towel to cool covered with another towel to prevent the biscuits from drying out during cooling,0,0,0,0,0,0,1
beat cream cheese at high speed of an electric mixer until light and fluffy gradually add sugar beating well add eggs one at a time beating well after each addition stir in vanilla pour into graham cracker crust bake at 350 degrees for of minutes turn oven off and partially open oven door leave cheesecake in the oven for of minutes remove from oven and let cool on a wire rack in a draftfree place cover and chill at least a hours garnish with strawberry fans if desired yield one of inch cheesecake,0,0,0,0,1,0,0
use chocolate wafer crust stir of cup green creme de menthe into cheesecake mixture when vanilla is added bake at 350 degrees for of minutes garnish with chocolate leaves if desired,0,0,0,0,1,0,0
use graham cracker crust substitute dark brown sugar for white sugar in cheesecake mixture saute a cup chopped pecans in a tablespoons melted butter drain pecans on paper towel fold into cheesecake mixture when vanilla is added bake at 350 degrees for of minutes garnish with toasted pecan halves if desired,0,0,0,0,1,0,1
use gingersnap crust for cheesecake mixture substitute brown sugar for white sugar and add a teaspoon ground cinnamon of teaspoon ground cloves and of teaspoon ground nutmeg when sugar is added bake at 350 degrees for of minutes garnish with whipped cream and sprinkle with nutmeg if desired,0,0,0,0,1,0,1
preheat oven to 190c 375f gas mark a lightly grease an a inch sandwich tin,0,0,0,0,0,1,0
melt fat and saute onion and almost all the bacon gently for a to a minutes until starting to cook,0,0,0,0,0,1,0
mix beaten eggs with carrot cheese rice herbs and bacon mixture season then transfer to prepared tin and spread evenly sprinkle over reserved bacon,0,0,0,0,1,0,0
bake for of to of minutes until set and golden brown allow to cool in the tin then cut into wedges and serve with salad,0,0,0,0,0,1,0
for the filling,0,0,0,0,0,0,1
combine in a saucepan the above ingredients and allow mixture to simmer on low to thicken,0,0,0,0,0,0,1
for the crust,1,0,0,0,0,0,0
preheat oven 350 degrees,0,0,0,1,0,0,0
cut butter into the dry ingredients and work with fingers to incorporate make a well in the center add all of the milk combine the dough with the milk using your hands or stir until it loosens from sides,1,0,0,0,0,0,0
place dough onto a lightly floured surface and quickly and gently knead,1,0,0,0,0,0,0
roll with a lightly floured rolling pin until the dough has a desired thickness,1,0,0,0,0,0,0
place dough in an a x a buttered baking dish add the fruit and top with the second dough,0,0,0,1,0,0,0
bake for 3035 minutes,1,0,0,0,0,0,0
as much as needed or as much as wanted,0,0,0,0,0,0,1
steak marinate liver in soy sauce and citrus juice for of minutes fry with a little bit of oil over low fire,0,0,0,0,0,1,0
sauce saute garlic onion in butter dilute cornstarch in water with a little bit of oyster sauce for color only,0,0,1,0,0,0,0
serve sauce over meat,0,1,0,0,0,0,0
submitted by chechella,0,0,1,0,0,0,0
pour both rums cream of coconut lime juice coconut water and mint leaves into a blender with the crushed ice blend mixture until smooth and pour into your desired glass garnish with a mint leaf and maraschino cherry optional and serve,0,0,1,0,0,0,0
prepare ball brand or Kerr brand jars and closures according to manufacturers instructions,0,1,0,0,0,0,0
combine zucchini onions carrots celery sweet yellow red and green peppers in a large container dissolve salt in a quarts of water pour salt water mixture over vegetables and let stand a hour,0,1,0,0,0,0,0
cut a to a slits in each jalapeno pepper set aside combine remaining ingredients simmer of minutes remove garlic drain vegetables rinse and drain thoroughly,0,1,0,0,0,0,0
pack vegetables except jalapeno peppers into hot jars leaving inch headspace add a jalapeno pepper to each jar,0,1,0,0,0,0,0
carefully ladle hot liquid over vegetables leaving inch headspace remove air bubbles with a nonmetallic spatula wipe jar rim clean place lid on jar with sealing compound next to glass screw band down evenly and firmly just until a point of resistance is met fingertip tight,0,1,0,0,0,0,0
process of minutes in a boilingwater canner at elevations higher than a 000 feet boil a additional minutes for each additional a 000 feet elevation,0,1,0,0,0,0,0
this recipe yields about of pints,0,1,0,0,0,0,0
caution when cutting or seeding hot peppers wear rubber gloves to prevent hands from being burned,0,1,0,0,0,0,0
yield of pints,0,1,0,0,0,0,0
place sugar mint and food coloring in blender blend on high until green sugar is produced wash grapes while wet dust with sugar refrigerate until sugar crystalizes,0,0,0,0,1,0,0
combine the flour baking powder and salt in a food processor in another bowl combine the warm water and oil,0,0,0,0,1,0,0
add the wateroil mixture to the flour mixture drizzling until it combines to form a dough once the water is mixed in add another tablespoon of water and repeat the process until all the water is mixed into the dough the dough will be sticky,0,0,0,0,1,0,0
cooking the tortillas,0,0,0,0,1,0,0
once you have rolled out the tortilla very very thinly place it on a preheated cast iron skillet you dont need to add any oil or butter cook the tortilla for about of seconds to one minute you will notice brown spots all over your tortilla flip it over and cook an additional of seconds to one minute,0,0,0,0,1,0,0
dont over cook it as you want the tortilla to be nice and soft,0,0,0,0,1,0,0
keep your tortillas warm by covering them in a towel on a plate or in a tortilla warmer,0,0,0,0,1,0,0
mix orange juice lemon juice oil honey black pepper and salt in empty jar or bottle set aside,0,0,0,0,1,0,0
peel and grate the beets,0,0,0,0,0,0,1
chop the stems keeping the top flowers,0,0,0,0,0,0,1
slice apple in quarters,0,1,0,0,0,0,0
mix all pour dressing toss all together saving the top flowers and apple slices for serving time,0,0,0,0,1,0,0
make sure you buy a good brand of rice paper i once bought some that were impossible to handle and turned hard after a few minutes they were awful to bite into afterwards the rice sheets supposed to be very thin and are very fragile,0,0,0,0,0,0,1
start off by preparing the vegetables i like to add a little carrot strips for colour get one of those special peelers that cut finely julienned strips of carrots they are incredible,0,0,1,0,0,0,0
slice spring onions into fine thin strips,0,1,0,1,0,0,0
cut some large slices of iceberg lettuce,0,0,0,0,0,1,0
get some fresh basil and mint use only the leaves in whole pieces,0,0,0,0,1,0,0
boil a large pot of water cook some rice noodles according to the packages instructions ive used both fat rice noodles and skinny ones with success so it really doesnt matter what kind you use,0,0,0,0,1,0,0
next get some bacon im lazy to slice fresh pork so i use a good smoked shoulder bacon that are ready to use flat pieces of pork and has a wonderful flavour pick the kind that are in large sheets with as little fat as possible,0,0,0,0,1,0,0
cook the bacon in the boiling water dont cook for too long once they turn pink remove them from the water,0,1,0,0,0,0,0
i dump in the shrimp too yes all in the same pot it really doesnt matter,1,0,0,0,0,0,0
cut off visible bits of fat from the pork and slice them into half to get long strips slice the shrimps horizontally into half,0,0,0,0,0,1,0
now we are ready to roll,0,1,0,0,0,0,0
prepare a large bowl of warm water not boiling water make sure you can dip your hands into it,1,0,0,0,0,0,0
slice a sheet of rice paper into the water count to a and lift it out do not soak the paper in the water it should be stiff when you lift it out of the water,1,0,0,1,0,0,0
lay the rice sheet on a large plate dont worry that it still feels stiff at this point it will soften by the time you roll it,0,1,0,0,0,0,0
lay the shrimp first to create a curved flat surface that will look nicer when the roll is complete,1,0,0,0,0,0,0
add slices of bacon on top,0,0,1,0,0,0,0
add the lettuce then the basil,1,0,0,0,0,0,0
add the mint carrots and spring onions,0,0,0,0,0,1,0
top with a small bit of noodles,0,0,1,0,0,0,0
do not over fill the roll when there are too many ingredients they make it really hard to roll nicely and the sides may break open its better to make more rolls than distorted looking ultra fat rolls,0,1,0,0,0,0,0
this is how you roll,1,0,0,0,1,0,0
lift the front part of the rice sheet over the ingredients tuck the ingredients in with your fingers,1,0,0,0,1,0,0
add one part of water i usually add a tablespoons of water,0,0,0,1,0,0,1
preheat your oven to 375 degrees f,0,0,0,0,0,1,0
toss the potatoes and sweet potatoes with of tablespoon of olive oil and season with salt pepper garlic powder and chili powder,0,0,0,0,0,0,1
put on a baking tray and cook in the oven for of minutes stirring every a minutes,0,0,0,0,1,0,1
add in the zucchini and mushrooms mix in another of tablespoon of olive oil and mix well with the potatoes and sweet potatoes roast for another 510 minutes make sure the veggies have nice caramelization,0,1,0,0,0,0,1
take out the roasted veggies and plate finish with a eggs prepared the way you like,0,1,0,1,0,0,0
add the butter to the flour,0,0,0,0,0,0,1
crumble the butter into the flour until its all incorporated,0,0,0,0,0,0,1
add the cinnamon cocoa powder salt and of a tablespoon of sugar and mix well,0,0,0,0,0,0,1
next add your liquids the marsala wine 125 mls of lemon juice and one egg,0,0,0,0,0,0,1
mix it all very well and knead it to form a dough ball wrap it up in cling film and place it in the fridge for a hours,0,1,0,0,1,0,1
